spotifyID,title,artist,durationMs,songKey,mode,timeSignature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,spotifyID,chart date,ranking
Girl Like You,Jason Aldean,0.88,-4.204,0.483,144.057,87,2019-01-04
Out For The Night,21 Savage,0.632,-5.381,0.0789,173.369,88,2019-01-04
Good Girl,Dustin Lynch,0.696,-5.05,0.694,80.512,89,2019-01-04
No Stylist,French Montana Featuring Drake,0.704,-4.589,0.498,147.055,90,2019-01-04
Lovely,Billie Eilish & Khalid,0.296,-10.109,0.12,115.284,91,2019-01-04
Ella Quiere Beber,Anuel AA & Romeo Santos,0.665,-3.083,0.697,95.239,92,2019-01-04
Demons And Angels,A Boogie Wit da Hoodie Featuring Juice WRLD,0.55,-7.46,0.183,76.503,94,2019-01-04
Last Shot,Kip Moore,0.859,-4.403,0.377,148.037,96,2019-01-04
Fine China,Future & Juice WRLD,0.542,-7.358,0.551,166.111,97,2019-01-04
Envy Me,Calboy,0.488,-7.664,0.584,149.042,98,2019-01-04
Without Me,Halsey,0.488,-7.05,0.533,136.041,1,2019-01-08
"Thank U, Next",Ariana Grande,0.653,-5.634,0.412,106.966,2,2019-01-08
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,0.479,-5.574,0.913,89.911,3,2019-01-08
Sicko Mode,Travis Scott,0.73,-3.714,0.446,155.008,4,2019-01-08
High Hopes,Panic! At The Disco,0.904,-2.729,0.681,82.014,5,2019-01-08
Happier,Marshmello & Bastille,0.792,-2.749,0.671,100.015,6,2019-01-08
Girls Like You,Maroon 5 Featuring Cardi B,0.541,-6.825,0.448,124.959,7,2019-01-08
ZEZE,Kodak Black Featuring Travis Scott & Offset,0.603,-5.788,0.504,98.043,9,2019-01-08
Better Now,Post Malone,0.578,-5.804,0.341,145.038,10,2019-01-08
Eastside,"benny blanco, Halsey & Khalid",0.68,-7.648,0.319,89.391,11,2019-01-08
Wow.,Post Malone,0.539,-7.359,0.388,99.96,13,2019-01-08
Youngblood,5 Seconds Of Summer,0.854,-5.114,0.152,120.274,14,2019-01-08
Mo Bamba,Sheck Wes,0.625,-5.266,0.261,146.034,15,2019-01-08
Breathin,Ariana Grande,0.656,-5.413,0.364,100.049,16,2019-01-08
Money,Cardi B,0.59,-6.508,0.219,130.003,17,2019-01-08
Lucid Dreams,Juice WRLD,0.566,-7.23,0.218,83.903,18,2019-01-08
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",0.801,-4.167,0.617,95.881,19,2019-01-08
MIA,Bad Bunny Featuring Drake,0.539,-6.349,0.158,97.062,20,2019-01-08
Going Bad,Meek Mill Featuring Drake,0.496,-6.365,0.544,86.003,21,2019-01-08
Leave Me Alone,Flipp Dinero,0.743,-2.806,0.742,150.024,22,2019-01-08
Trip,Ella Mai,0.61,-5.628,0.358,79.882,23,2019-01-08
Speechless,Dan + Shay,0.438,-5.968,0.386,135.929,24,2019-01-08
Natural,Imagine Dragons,0.611,-6.112,0.22,100.0,25,2019-01-08
I Like It,"Cardi B, Bad Bunny & J Balvin",0.726,-3.998,0.65,136.048,26,2019-01-08
Love Lies,Khalid & Normani,0.648,-5.626,0.338,143.955,27,2019-01-08
Beautiful,Bazzi Featuring Camila Cabello,0.717,-4.722,0.249,100.027,28,2019-01-08
Shallow,Lady Gaga & Bradley Cooper,0.385,-6.362,0.323,95.799,29,2019-01-08
Better,Khalid,0.552,-10.278,0.112,97.949,30,2019-01-08
She Got The Best Of Me ,Luke Combs,0.907,-3.793,0.7,150.99,31,2019-01-08
Baby Shark,Pinkfong,0.84,-3.651,0.52,115.062,32,2019-01-08
You Say,Lauren Daigle,0.632,-6.89,0.0791,147.892,34,2019-01-08
Uproar,Lil Wayne,0.87,-2.188,0.884,99.075,35,2019-01-08
A Lot,21 Savage,0.636,-7.643,0.274,145.972,36,2019-01-08
Best Shot,Jimmie Allen,0.464,-8.72,0.523,156.051,37,2019-01-08
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,0.662,-5.239,0.434,93.023,38,2019-01-08
Drunk Me,Mitchell Tenpenny,0.797,-3.77,0.408,176.024,39,2019-01-08
Be Alright,Dean Lewis,0.586,-6.319,0.443,126.684,40,2019-01-08
Sweet But Psycho,Ava Max,0.704,-4.724,0.628,133.002,41,2019-01-08
Sixteen,Thomas Rhett,0.531,-7.031,0.425,107.013,42,2019-01-08
Talk To Me,Tory Lanez & Rich The Kid,0.66,-7.883,0.451,159.949,43,2019-01-08
Backin' It Up,Pardison Fontaine Featuring Cardi B,0.68,-4.853,0.565,164.932,44,2019-01-08
Burning Man,Dierks Bentley Featuring Brothers Osborne,0.807,-7.221,0.492,119.073,45,2019-01-08
Dangerous,Meek Mill Featuring Jeremih & PnB Rock,0.493,-7.528,0.562,86.043,46,2019-01-08
Good Girl,Dustin Lynch,0.696,-5.05,0.694,80.512,47,2019-01-08
Beautiful Crazy,Luke Combs,0.402,-7.431,0.382,103.313,48,2019-01-08
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,0.794,-5.844,0.244,114.066,49,2019-01-08
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,0.571,-7.906,0.449,105.049,50,2019-01-08
Consequences,Camila Cabello,0.289,-8.131,0.213,104.851,51,2019-01-08
Girl Like You,Jason Aldean,0.88,-4.204,0.483,144.057,52,2019-01-08
Last Shot,Kip Moore,0.859,-4.403,0.377,148.037,53,2019-01-08
Look Back At It,A Boogie Wit da Hoodie,0.587,-5.075,0.536,96.057,54,2019-01-08
Armed And Dangerous,Juice WRLD,0.67,-6.702,0.845,130.032,56,2019-01-08
This Is It,Scotty McCreery,0.511,-6.788,0.602,156.042,57,2019-01-08
Calling My Spirit,Kodak Black,0.366,-9.954,0.74,119.985,58,2019-01-08
You,Jacquees,0.453,-8.264,0.335,115.002,59,2019-01-08
No Stylist,French Montana Featuring Drake,0.704,-4.589,0.498,147.055,60,2019-01-08
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,0.622,-4.653,0.506,191.971,61,2019-01-08
Imagine,Ariana Grande,0.475,-4.985,0.371,62.52,63,2019-01-08
Ella Quiere Beber,Anuel AA & Romeo Santos,0.665,-3.083,0.697,95.239,64,2019-01-08
Envy Me,Calboy,0.488,-7.664,0.584,149.042,66,2019-01-08
Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,0.727,-7.689,0.427,98.97,67,2019-01-08
When The Party's Over,Billie Eilish,0.111,-14.084,0.198,82.642,68,2019-01-08
Millionaire,Chris Stapleton,0.474,-9.608,0.493,142.689,69,2019-01-08
Pure Cocaine,Lil Baby,0.487,-6.071,0.107,127.05,72,2019-01-08
Lovely,Billie Eilish & Khalid,0.296,-10.109,0.12,115.284,73,2019-01-08
Fine China,Future & Juice WRLD,0.542,-7.358,0.551,166.111,74,2019-01-08
Take It From Me,Jordan Davis,0.891,-3.144,0.674,99.983,75,2019-01-08
What Makes You Country,Luke Bryan,0.948,-1.721,0.752,159.983,76,2019-01-08
Yosemite,Travis Scott,0.554,-6.571,0.144,128.047,77,2019-01-08
Monster,21 Savage,0.607,-6.916,0.224,134.022,78,2019-01-08
Blue Tacoma,Russell Dickerson,0.897,-4.879,0.728,160.139,79,2019-01-08
Down To The Honkytonk,Jake Owen,0.808,-4.12,0.937,82.021,80,2019-01-08
Close Friends,Lil Baby,0.578,-4.669,0.698,158.896,81,2019-01-08
Love Someone,Lukas Graham,0.415,-6.557,0.274,172.065,82,2019-01-08
Love Wins,Carrie Underwood,0.865,-4.697,0.325,135.115,83,2019-01-08
KIKA,6ix9ine Featuring Tory Lanez,0.715,-3.368,0.342,94.513,84,2019-01-08
Nuketown,Ski Mask The Slump God Featuring Juice WRLD,0.617,-9.32,0.632,149.962,85,2019-01-08
Ruin My Life,Zara Larsson,0.699,-5.265,0.585,124.896,86,2019-01-08
Body,Loud Luxury Featuring Brando,0.764,-4.399,0.582,121.958,87,2019-01-08
Dip,Tyga & Nicki Minaj,0.543,-6.338,0.43,99.026,88,2019-01-08
Good Form,Nicki Minaj Featuring Lil Wayne,0.775,-5.133,0.284,96.507,89,2019-01-08
Demons And Angels,A Boogie Wit da Hoodie Featuring Juice WRLD,0.55,-7.46,0.183,76.503,90,2019-01-08
Here Tonight,Brett Young,0.776,-5.271,0.448,96.002,91,2019-01-08
Burn Out,Midland,0.724,-5.61,0.801,99.976,92,2019-01-08
Solo de Mi,Bad Bunny,0.73,-4.314,0.15,179.972,93,2019-01-08
Lucky You,Eminem Featuring Joyner Lucas,0.786,-4.884,0.575,153.068,94,2019-01-08
Roses,benny blanco & Juice WRLD Featuring Brendon Urie,0.601,-7.089,0.525,147.018,95,2019-01-08
whoa (mind in awe),XXXTENTACION,0.525,-2.939,0.369,160.147,96,2019-01-08
All My Friends,21 Savage,0.62,-4.513,0.206,130.09,97,2019-01-08
Make It Sweet,Old Dominion,0.837,-4.453,0.555,180.166,98,2019-01-08
Ocean Eyes,Billie Eilish,0.363,-7.65,0.169,144.892,99,2019-01-08
idontwannabeyouanymore,Billie Eilish,0.412,-8.461,0.247,170.163,100,2019-01-08
Without Me,Halsey,0.488,-7.05,0.533,136.041,1,2019-01-11
"Thank U, Next",Ariana Grande,0.653,-5.634,0.412,106.966,2,2019-01-11
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,0.479,-5.574,0.913,89.911,3,2019-01-11
Sicko Mode,Travis Scott,0.73,-3.714,0.446,155.008,4,2019-01-11
High Hopes,Panic! At The Disco,0.904,-2.729,0.681,82.014,5,2019-01-11
Happier,Marshmello & Bastille,0.792,-2.749,0.671,100.015,6,2019-01-11
Girls Like You,Maroon 5 Featuring Cardi B,0.541,-6.825,0.448,124.959,7,2019-01-11
ZEZE,Kodak Black Featuring Travis Scott & Offset,0.603,-5.788,0.504,98.043,9,2019-01-11
Better Now,Post Malone,0.578,-5.804,0.341,145.038,10,2019-01-11
Eastside,"benny blanco, Halsey & Khalid",0.68,-7.648,0.319,89.391,11,2019-01-11
Wow.,Post Malone,0.539,-7.359,0.388,99.96,13,2019-01-11
Youngblood,5 Seconds Of Summer,0.854,-5.114,0.152,120.274,14,2019-01-11
Mo Bamba,Sheck Wes,0.625,-5.266,0.261,146.034,15,2019-01-11
Breathin,Ariana Grande,0.656,-5.413,0.364,100.049,16,2019-01-11
Money,Cardi B,0.59,-6.508,0.219,130.003,17,2019-01-11
Lucid Dreams,Juice WRLD,0.566,-7.23,0.218,83.903,18,2019-01-11
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",0.801,-4.167,0.617,95.881,19,2019-01-11
MIA,Bad Bunny Featuring Drake,0.539,-6.349,0.158,97.062,20,2019-01-11
Going Bad,Meek Mill Featuring Drake,0.496,-6.365,0.544,86.003,21,2019-01-11
Leave Me Alone,Flipp Dinero,0.743,-2.806,0.742,150.024,22,2019-01-11
Trip,Ella Mai,0.61,-5.628,0.358,79.882,23,2019-01-11
Speechless,Dan + Shay,0.438,-5.968,0.386,135.929,24,2019-01-11
Natural,Imagine Dragons,0.611,-6.112,0.22,100.0,25,2019-01-11
I Like It,"Cardi B, Bad Bunny & J Balvin",0.726,-3.998,0.65,136.048,26,2019-01-11
Love Lies,Khalid & Normani,0.648,-5.626,0.338,143.955,27,2019-01-11
Beautiful,Bazzi Featuring Camila Cabello,0.717,-4.722,0.249,100.027,28,2019-01-11
Shallow,Lady Gaga & Bradley Cooper,0.385,-6.362,0.323,95.799,29,2019-01-11
Better,Khalid,0.552,-10.278,0.112,97.949,30,2019-01-11
She Got The Best Of Me ,Luke Combs,0.907,-3.793,0.7,150.99,31,2019-01-11
Baby Shark,Pinkfong,0.84,-3.651,0.52,115.062,32,2019-01-11
You Say,Lauren Daigle,0.632,-6.89,0.0791,147.892,34,2019-01-11
Uproar,Lil Wayne,0.87,-2.188,0.884,99.075,35,2019-01-11
A Lot,21 Savage,0.636,-7.643,0.274,145.972,36,2019-01-11
Best Shot,Jimmie Allen,0.464,-8.72,0.523,156.051,37,2019-01-11
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,0.662,-5.239,0.434,93.023,38,2019-01-11
Drunk Me,Mitchell Tenpenny,0.797,-3.77,0.408,176.024,39,2019-01-11
Be Alright,Dean Lewis,0.586,-6.319,0.443,126.684,40,2019-01-11
Sweet But Psycho,Ava Max,0.704,-4.724,0.628,133.002,41,2019-01-11
Sixteen,Thomas Rhett,0.531,-7.031,0.425,107.013,42,2019-01-11
